latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
43.81404,-122.13401,318.78,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,291.76,4.76,N
43.81308,-122.12882,302.69,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,290.32,6.82,N
43.80445,-122.08266,309.96,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,288.86,1.64,N
43.78506,-121.97934,297.47,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,279.12,0.8,N
43.77712,-121.93713,296.29,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,281.54,0.91,N
43.77611,-121.93176,301.47,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,283.69,1.79,N
43.7751,-121.92641,310.41,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,286.27,1.79,N
43.83657,-122.27467,333.55,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,291.85,6.91,N
43.83567,-122.26981,347.5,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,293.23,6.91,N
43.83474,-122.2648,333.48,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,286.61,5.05,N
43.8338,-122.25974,320.84,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,282.44,5.05,N
43.83287,-122.25468,325.89,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,287.27,4.27,N
43.83194,-122.24968,325.4,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,289.4,4.27,N
43.83101,-122.24466,330.11,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,289.61,4.81,N
43.83007,-122.23961,339.75,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,293.13,4.81,N
43.82912,-122.23456,355.47,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,297.31,6.61,N
43.8106,-122.13506,328.85,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,292.44,4.76,N
43.80968,-122.13007,347.89,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,301.21,6.82,N
43.80875,-122.12514,345.18,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,298.26,6.82,N
43.80782,-122.12016,346.63,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,298.2,7.1,N
43.83748,-122.27954,303.48,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,290.26,1.64,N
43.82817,-122.22945,308.89,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,289.5,6.61,N
43.80003,-122.07846,307.01,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,287.68,2.6,N
43.78165,-121.98061,300.29,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,279.23,0.8,N
43.77168,-121.92766,318,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,286.38,1.79,N
43.77067,-121.92235,302.98,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,284.46,1.6,N
43.83318,-122.27588,322.69,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,291.29,3.85,N
43.83229,-122.27108,338.04,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,291.94,3.85,N
43.83137,-122.2661,335.69,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,285.48,6.97,N
43.83043,-122.26104,324.14,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,279.06,6.97,N
43.82949,-122.25601,327.69,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,282.74,4.82,N
43.82855,-122.25092,330.98,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,288.45,4.82,N
43.82761,-122.24583,342.04,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,289.05,6.15,N
43.82666,-122.24073,352.37,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,293.82,6.15,N
43.82571,-122.23562,334.14,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,289.05,1.77,N
43.80811,-122.14116,352.18,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,301.73,7.63,N
43.80718,-122.13615,343.29,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,298.03,7.63,N
43.80627,-122.13132,367,0.43,0.38,2022-09-10,1019,N,high,2.0NRT,305.29,8.51,N
43.80537,-122.12647,349.91,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,299.05,8.51,N
43.80443,-122.12143,346.61,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,296.44,4.53,N
43.82475,-122.23047,303.98,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,287.71,1.77,N
43.80907,-122.14627,312.03,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,291.78,2.78,N
43.77921,-121.987,298.19,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,280.21,1.07,N
43.76926,-121.93423,299.21,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,282.12,1.75,N
43.76825,-121.9289,298.53,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,282.33,1.75,N
43.76725,-121.92358,312.76,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,285.09,1.9,N
43.8289,-122.27227,334.67,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,289.42,3.85,N
43.82798,-122.2673,340.65,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,283.74,6.97,N
43.82703,-122.26218,343.83,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,279.03,6.97,N
43.82607,-122.25705,327.97,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,279.38,4.82,N
43.82512,-122.2519,328.27,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,283.03,4.82,N
43.82416,-122.24674,323.33,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,285.6,6.15,N
43.80375,-122.13724,320.38,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,292.22,7.63,N
43.80286,-122.13247,340.46,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,295.57,8.51,N
43.80196,-122.12762,337.05,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,293.47,8.51,N
43.76483,-121.93013,328.18,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,288.41,1.75,N
43.76382,-121.92482,320.91,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,283.53,1.9,N
43.82979,-122.27708,303.21,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,289.68,3.85,N
43.82322,-122.24167,318.31,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,287.66,6.15,N
43.82227,-122.23659,308.01,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,286.27,1.77,N
43.82132,-122.23147,303.07,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,286.91,1.77,N
43.80757,-122.15766,307.15,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,292.22,1.96,N
43.80661,-122.15253,305.28,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,291.45,2.78,N
43.80103,-122.12265,315.39,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,288.18,4.53,N
43.78932,-122.0602,298.13,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,283.79,0.71,N
43.76786,-121.94616,295.06,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,281.48,1.42,N
43.76685,-121.9408,308.04,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,286.34,1.42,N
43.76584,-121.93547,317.55,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,286.11,1.75,N
43.76282,-121.91949,308.46,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,279.67,1.9,N
43.82359,-122.26316,321.75,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,278.8,2.41,N
43.80607,-122.16909,328.41,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,292.96,16.34,N
43.80509,-122.16382,334.92,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,293.49,46.34,N
43.80415,-122.15878,351.63,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,306.46,46.34,N
43.80323,-122.15383,340.62,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,306.52,27.05,N
43.80035,-122.13847,330.23,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,291.75,5.87,N
43.79942,-122.13352,351.36,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,297.84,9.01,N
43.79852,-122.1287,335.09,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,293.85,9.01,N
43.78591,-122.06142,326.57,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,290.9,2,N
43.76242,-121.93669,327.2,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,287.93,3.19,N
43.76141,-121.93137,330.39,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,286.73,3.19,N
43.8264,-122.27827,301.2,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,288.48,1.11,N
43.82549,-122.27338,307.2,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,285.63,1.11,N
43.82455,-122.26831,314.05,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,281.41,2.41,N
43.82263,-122.258,318.6,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,280.19,2.07,N
43.82167,-122.25282,310.86,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,281.72,2.07,N
43.8207,-122.24761,308.46,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,281.47,1.55,N
43.81976,-122.24252,308.51,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,285.8,1.55,N
43.81881,-122.23743,307.39,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,286.34,1.24,N
43.81787,-122.23237,305.12,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,286.24,1.24,N
43.80708,-122.17449,307.57,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,291.96,16.34,N
43.80228,-122.1488,304.85,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,290.42,27.05,N
43.79761,-122.12381,305.41,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,289.02,1.52,N
43.78688,-122.06659,302.2,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,287.72,0.87,N
43.78497,-122.05641,310.79,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,285.9,2,N
43.76342,-121.94202,297.65,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,282.58,2.58,N
43.80362,-122.17539,341.94,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,304.51,16.34,N
43.80264,-122.1701,342.82,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,295.99,16.34,N
43.80169,-122.16502,340.66,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,295.65,46.34,N
43.80078,-122.16016,331.64,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,328.19,46.34,N
43.79988,-122.1554,349.36,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,320.07,27.05,N
43.79896,-122.15044,351.22,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,299.83,27.05,N
43.79601,-122.1347,323.39,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,291.64,9.01,N
43.7951,-122.12982,367,0.43,0.38,2022-09-10,1019,N,high,2.0NRT,302.11,9.01,N
43.78156,-122.05766,327,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,288.96,2,N
43.76604,-121.9752,326.66,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,290.46,2.42,N
43.76506,-121.97006,327.24,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,287.75,2.93,N
43.76102,-121.94865,322.56,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,288.51,2.58,N
43.76001,-121.94328,331.3,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,288.25,2.58,N
43.82207,-122.27443,303.5,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,284.24,1.11,N
43.82111,-122.26929,306.28,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,281.98,2.41,N
43.82015,-122.26409,308.88,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,281.43,2.41,N
43.81917,-122.25883,310.35,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,282.09,2.07,N
43.8182,-122.25359,309.55,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,281.65,2.07,N
43.81723,-122.24839,310.21,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,281.5,1.55,N
43.81627,-122.24326,311.43,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,285.13,1.55,N
43.81533,-122.23819,311.01,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,286.74,1.24,N
43.8144,-122.23318,309.55,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,286.37,1.24,N
43.81348,-122.22827,305.85,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,287.29,2.52,N
43.79419,-122.12497,305.25,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,290.76,1.52,N
43.78349,-122.06789,298.78,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,286.93,0.87,N
43.78251,-122.06272,301.85,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,286.83,2,N
43.76701,-121.98035,298.86,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,283.51,2.42,N
43.76206,-121.95413,296.08,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,284.18,1.11,N
43.759,-121.93792,314.17,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,283.3,3.19,N
43.7983,-122.16635,346.15,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,301.52,41.46,N
43.79741,-122.16157,336.15,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,328.73,41.46,N
43.79653,-122.1569,350.88,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,319.71,26.73,N
43.79562,-122.15198,367,0.43,0.38,2022-09-10,1019,N,high,2.0NRT,307.95,26.73,N
43.75863,-121.95535,338.84,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,292.39,3.6,N
43.7576,-121.94991,332.38,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,287.63,2.28,N
43.81957,-122.28046,301.07,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,287.09,0.85,N
43.81862,-122.27534,303.59,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,285.28,0.85,N
43.81764,-122.27007,306.06,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,282.75,1.6,N
43.81666,-122.26477,308.51,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,282.06,1.6,N
43.81568,-122.25951,311.38,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,282.13,2.72,N
43.81471,-122.25431,314.2,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,282.45,2.72,N
43.81375,-122.24915,317.58,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,284.97,3.44,N
43.81279,-122.24402,319.32,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,286.1,3.44,N
43.81185,-122.23894,318.14,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,287.63,2.78,N
43.81093,-122.23399,315.66,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,287.5,2.78,N
43.81001,-122.22908,311.85,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,288.11,1.55,N
43.80907,-122.22405,305.39,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,290.99,1.55,N
43.80019,-122.17643,316.28,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,293.14,2.03,N
43.79922,-122.17128,308.26,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,292.49,2.03,N
43.79464,-122.14677,309.25,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,289.6,4.69,N
43.79079,-122.12619,310.12,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,289.91,1.97,N
43.77435,-122.03868,297.34,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,282.5,0.47,N
43.7665,-121.997,302.92,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,285.27,1.34,N
43.76553,-121.99184,299.78,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,284.47,1.29,N
43.76358,-121.98152,303.49,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,286.11,1.91,N
43.76261,-121.97639,318.28,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,288.67,1.91,N
43.76164,-121.97127,316.28,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,287.52,2.89,N
43.76067,-121.96612,319.25,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,288.3,2.89,N
43.75967,-121.96084,311.98,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,287.52,3.6,N
43.75658,-121.94452,296.4,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,280.75,2.28,N
43.81124,-122.25511,323.84,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,284.28,2.72,N
43.81029,-122.25002,328.69,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,287.45,3.44,N
43.80933,-122.2449,330.55,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,288.37,3.44,N
43.80839,-122.23981,328.41,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,288.38,2.78,N
43.80746,-122.23483,324.18,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,288.32,2.78,N
43.80653,-122.22987,320.2,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,288.18,1.55,N
43.79401,-122.16278,349.89,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,307.82,41.46,N
43.79312,-122.15804,357.16,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,313.21,26.73,N
43.79221,-122.15318,352.64,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,301.22,26.73,N
43.79126,-122.14811,333.35,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,293.64,4.69,N
43.75821,-121.97241,324.66,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,290.02,2.89,N
43.75723,-121.96722,334.81,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,293.02,2.89,N
43.75623,-121.96196,337.23,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,291.13,3.6,N
43.7552,-121.95653,320.04,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,283.51,3.6,N
43.8161,-122.28127,302.45,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,287.49,0.85,N
43.81515,-122.27611,306.16,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,286.14,0.85,N
43.81416,-122.27077,309.06,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,283.48,1.6,N
43.81317,-122.26546,312.28,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,281.97,1.6,N
43.81219,-122.26022,317.41,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,282.51,2.72,N
43.80559,-122.22478,312.58,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,290.26,1.55,N
43.7949,-122.16755,311.93,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,291.8,41.46,N
43.77095,-122.03991,297.99,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,282.75,0.47,N
43.76997,-122.03477,297.22,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,281.47,0.78,N
43.76601,-122.01376,305.88,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,284.14,1.6,N
43.76503,-122.00853,311.97,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,287.82,1.6,N
43.76405,-122.00334,305.65,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,286.55,1.34,N
43.76307,-121.99818,305.55,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,286.59,1.34,N
43.7621,-121.99301,306.49,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,286.75,1.29,N
43.76112,-121.98785,311.97,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,287.43,1.29,N
43.76015,-121.98271,318.33,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,289.1,1.91,N
43.75918,-121.97756,315.9,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,288.16,1.91,N
43.80875,-122.26119,328.17,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,284.45,11.02,N
43.8078,-122.2561,338.04,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,284.93,11.02,N
43.80684,-122.25096,345.61,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,288.61,14.18,N
43.80589,-122.24583,344.18,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,291.49,14.18,N
43.80494,-122.24075,341.47,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,289.7,8.25,N
43.804,-122.23572,336.49,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,288.96,8.25,N
43.80307,-122.23071,329.48,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,289.29,3.93,N
43.78968,-122.15905,321.48,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,292.37,4.39,N
43.78876,-122.15415,343.8,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,294.61,4.39,N
43.78786,-122.14931,328.2,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,293.73,3.79,N
43.78692,-122.14432,327.09,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,295.16,3.79,N
43.78594,-122.13911,323.65,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,291.56,4.84,N
43.78498,-122.13397,346.19,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,296.39,4.84,N
43.78404,-122.12894,322.28,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,289.75,4.07,N
43.7616,-122.0097,323.2,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,289.63,2.51,N
43.76062,-122.00452,320.07,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,289.85,1.97,N
43.75673,-121.9839,333.91,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,291.14,5.6,N
43.75576,-121.97875,326.37,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,290.46,5.6,N
43.75478,-121.9736,350.84,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,297.1,5.5,N
43.75379,-121.96837,354.71,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,297.07,5.5,N
43.75279,-121.96308,327.52,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,285.42,3.4,N
43.81358,-122.28716,302.22,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,289.85,1.42,N
43.81266,-122.28215,306.26,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,287.98,1.88,N
43.81168,-122.27692,311.22,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,287.44,1.88,N
43.81068,-122.27159,314.98,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,284.89,3.94,N
43.80971,-122.26634,319.81,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,283.79,3.94,N
43.80212,-122.22561,319.17,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,290.93,3.93,N
43.80116,-122.2205,308.56,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,292.07,1.63,N
43.79058,-122.16389,306.09,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,291.03,1.72,N
43.76752,-122.0411,300.05,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,281.08,0.84,N
43.76654,-122.03589,297.96,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,281.2,0.78,N
43.76259,-122.01494,304.78,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,283.19,2.51,N
43.75965,-121.99935,305.63,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,286.48,1.97,N
43.75867,-121.9942,308.87,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,286.71,1.78,N
43.7577,-121.98904,315.77,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,287.12,1.78,N
43.80724,-122.27249,325.75,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,286.88,3.94,N
43.80627,-122.26729,332.39,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,286.23,3.94,N
43.80531,-122.26216,345.73,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,286.03,11.02,N
43.80437,-122.25708,367,0.42,0.38,2022-09-10,1019,N,high,2.0NRT,288.11,11.02,N
43.80341,-122.25196,367,0.42,0.38,2022-09-10,1019,N,high,2.0NRT,291.39,14.18,N
43.80245,-122.2468,367,0.42,0.38,2022-09-10,1019,N,high,2.0NRT,292.53,14.18,N
43.8015,-122.2417,367,0.42,0.38,2022-09-10,1019,N,high,2.0NRT,291.49,8.25,N
43.80056,-122.23666,352.68,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,290.25,8.25,N
43.79961,-122.23161,341.93,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,290.1,3.93,N
43.79866,-122.22648,328.79,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,291.01,3.93,N
43.7844,-122.1503,341.33,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,296.66,3.79,N
43.78349,-122.14536,335.04,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,297.53,3.79,N
43.77974,-122.1254,335.49,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,294.41,4.07,N
43.7533,-121.98509,348.57,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,293.04,5.6,N
43.75233,-121.97994,339.49,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,287.27,5.6,N
43.81015,-122.28812,305.58,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,289.43,1.42,N
43.80919,-122.283,311.59,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,288.25,1.88,N
43.80822,-122.27775,319.55,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,288.11,1.88,N
43.7977,-122.22136,318.35,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,291.34,1.63,N
43.79673,-122.21618,306.72,0.42,0.38,2022-09-10,1019,N,nominal,2.0NRT,292.01,1.63,N
43.78255,-122.14037,309.61,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,292.57,4.84,N
43.7816,-122.13534,318.73,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,292.72,4.84,N
43.78067,-122.13038,307.34,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,290.43,4.07,N
43.7788,-122.12037,304.23,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,284.43,0.92,N
43.76016,-122.02137,296.42,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,285.53,1.35,N
43.7572,-122.00571,314.5,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,288.54,1.97,N
43.75622,-122.00054,316.79,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,288.05,1.97,N
43.75525,-121.99538,312.65,0.43,0.38,2022-09-10,1019,N,nominal,2.0NRT,287.02,1.78,N
