latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
33.04874,-82.78021,295.5,0.51,0.49,2019-12-05,0642,N20,VIIRS,n,2.0NRT,274.9,1,N
33.24639,-86.82071,296.2,0.44,0.62,2019-12-05,0642,N20,VIIRS,n,2.0NRT,274.1,0.9,N
33.23923,-87.50954,302.2,0.48,0.65,2019-12-05,0642,N20,VIIRS,n,2.0NRT,277.6,1.7,N
26.27895,-80.16037,300.7,0.46,0.39,2019-12-05,0648,N20,VIIRS,n,2.0NRT,284.1,0.4,N
26.27739,-80.15808,298.8,0.46,0.39,2019-12-05,0648,N20,VIIRS,n,2.0NRT,286.6,0.6,N
25.85942,-80.3489,296.1,0.47,0.4,2019-12-05,0648,N20,VIIRS,n,2.0NRT,281.3,0.2,N
26.41661,-81.1341,307.2,0.52,0.41,2019-12-05,0648,N20,VIIRS,n,2.0NRT,274.7,0.9,N
38.84465,-88.50979,298.1,0.58,0.52,2019-12-05,0824,N20,VIIRS,n,2.0NRT,270.5,1.4,N
40.24975,-95.11271,298.4,0.42,0.38,2019-12-05,0824,N20,VIIRS,n,2.0NRT,270.2,0.5,N
38.83624,-90.06303,298.6,0.48,0.48,2019-12-05,0824,N20,VIIRS,n,2.0NRT,279.3,1.8,N
38.82059,-90.01646,299,0.49,0.48,2019-12-05,0824,N20,VIIRS,n,2.0NRT,271.5,0.7,N
38.83661,-90.06513,295.8,0.48,0.48,2019-12-05,0824,N20,VIIRS,n,2.0NRT,277.9,2.6,N
38.82,-90.01308,301.4,0.49,0.48,2019-12-05,0824,N20,VIIRS,n,2.0NRT,271.6,1,N
39.43986,-93.41005,302.6,0.49,0.4,2019-12-05,0824,N20,VIIRS,n,2.0NRT,271.4,1.1,N
38.69949,-90.1347,297.5,0.48,0.48,2019-12-05,0824,N20,VIIRS,n,2.0NRT,273.9,2.4,N
38.69522,-90.13631,325.7,0.48,0.48,2019-12-05,0824,N20,VIIRS,n,2.0NRT,276.9,2.4,N
38.69398,-90.13096,337.3,0.48,0.48,2019-12-05,0824,N20,VIIRS,n,2.0NRT,276.5,6.6,N
38.69465,-90.15392,320,0.48,0.48,2019-12-05,0824,N20,VIIRS,n,2.0NRT,273.8,3,N
38.69342,-90.14859,319,0.48,0.48,2019-12-05,0824,N20,VIIRS,n,2.0NRT,275.7,3,N
38.69218,-90.14325,295.8,0.48,0.48,2019-12-05,0824,N20,VIIRS,n,2.0NRT,274.2,1,N
38.84336,-91.46088,301.3,0.41,0.45,2019-12-05,0824,N20,VIIRS,n,2.0NRT,273.8,1,N
37.96965,-90.07624,312.2,0.5,0.49,2019-12-05,0824,N20,VIIRS,n,2.0NRT,275.4,2.9,N
35.97943,-83.95868,297.9,0.6,0.7,2019-12-05,0824,N20,VIIRS,n,2.0NRT,272.2,1.1,N
38.34589,-98.78355,314.9,0.38,0.36,2019-12-05,0824,N20,VIIRS,n,2.0NRT,272.4,1.4,N
37.79562,-96.87579,295.8,0.4,0.37,2019-12-05,0824,N20,VIIRS,n,2.0NRT,280.6,1.6,N
37.83577,-97.16784,308.9,0.4,0.37,2019-12-05,0824,N20,VIIRS,n,2.0NRT,273.5,1.5,N
35.82104,-88.08295,297.8,0.36,0.58,2019-12-05,0824,N20,VIIRS,n,2.0NRT,273.9,0.5,N
36.66475,-97.07071,305.2,0.4,0.37,2019-12-05,0824,N20,VIIRS,n,2.0NRT,278.6,1,N
36.51977,-97.8401,334.5,0.39,0.36,2019-12-05,0824,N20,VIIRS,n,2.0NRT,280.9,4.1,N
33.56772,-86.80122,296.1,0.49,0.65,2019-12-05,0824,N20,VIIRS,n,2.0NRT,270.2,0.8,N
33.21719,-86.79183,298.9,0.5,0.66,2019-12-05,0824,N20,VIIRS,n,2.0NRT,273.4,0.5,N
35.96886,-99.69778,300.4,0.38,0.36,2019-12-05,0824,N20,VIIRS,n,2.0NRT,274.4,0.6,N
33.22066,-86.79253,295.4,0.5,0.66,2019-12-05,0824,N20,VIIRS,n,2.0NRT,273.5,0.7,N
33.6312,-88.41024,296.8,0.4,0.6,2019-12-05,0824,N20,VIIRS,n,2.0NRT,275.8,0.6,N
33.17928,-86.75723,299.4,0.5,0.66,2019-12-05,0824,N20,VIIRS,n,2.0NRT,273.3,1,N
33.10246,-86.80331,296.7,0.5,0.66,2019-12-05,0824,N20,VIIRS,n,2.0NRT,275,1,N
33.10474,-86.79995,298.6,0.5,0.66,2019-12-05,0824,N20,VIIRS,n,2.0NRT,276.2,1.6,N
33.2376,-87.50737,299.1,0.45,0.63,2019-12-05,0824,N20,VIIRS,n,2.0NRT,272.2,1.9,N
33.23326,-87.51408,307.8,0.45,0.63,2019-12-05,0824,N20,VIIRS,n,2.0NRT,274,1.8,N
35.14739,-97.75995,314.5,0.4,0.37,2019-12-05,0824,N20,VIIRS,n,2.0NRT,279.3,1.5,N
35.69748,-101.36563,299.7,0.4,0.37,2019-12-05,0824,N20,VIIRS,n,2.0NRT,282.3,1.5,N
35.66572,-101.43627,300.7,0.41,0.37,2019-12-05,0824,N20,VIIRS,n,2.0NRT,279.1,1.3,N
35.3542,-101.99591,318.6,0.42,0.37,2019-12-05,0824,N20,VIIRS,n,2.0NRT,275,1.4,N
32.31641,-90.1354,297.2,0.34,0.56,2019-12-05,0824,N20,VIIRS,n,2.0NRT,277.3,0.5,N
33.73748,-97.60066,299.9,0.41,0.37,2019-12-05,0824,N20,VIIRS,n,2.0NRT,282,0.7,N
31.88546,-89.78236,321.6,0.36,0.58,2019-12-05,0824,N20,VIIRS,n,2.0NRT,273.2,2.1,N
31.07307,-87.36536,313.5,0.52,0.67,2019-12-05,0824,N20,VIIRS,n,2.0NRT,271.5,2.5,N
33.19727,-97.80417,295.8,0.41,0.37,2019-12-05,0824,N20,VIIRS,n,2.0NRT,281.8,0.8,N
33.02122,-96.96414,295.3,0.44,0.38,2019-12-05,0824,N20,VIIRS,n,2.0NRT,280.4,0.7,N
30.94393,-88.0146,324.7,0.49,0.65,2019-12-05,0824,N20,VIIRS,n,2.0NRT,274.7,3.4,N
30.94265,-88.00969,301.8,0.49,0.65,2019-12-05,0824,N20,VIIRS,n,2.0NRT,274.4,2.7,N
32.45765,-97.04357,295.3,0.45,0.39,2019-12-05,0824,N20,VIIRS,n,2.0NRT,281.6,0.6,N
32.24733,-97.55375,295.2,0.43,0.38,2019-12-05,0824,N20,VIIRS,n,2.0NRT,276.6,1,N
30.58262,-91.24196,300.2,0.32,0.55,2019-12-05,0824,N20,VIIRS,n,2.0NRT,274.4,0.6,N
30.00372,-90.39857,298.7,0.37,0.58,2019-12-05,0824,N20,VIIRS,n,2.0NRT,279.7,1.2,N
30.0624,-90.66676,299.2,0.36,0.57,2019-12-05,0824,N20,VIIRS,n,2.0NRT,279.1,1,N
29.99944,-90.40398,297.6,0.37,0.58,2019-12-05,0824,N20,VIIRS,n,2.0NRT,279.7,1.2,N
29.99855,-90.40026,298.8,0.37,0.58,2019-12-05,0824,N20,VIIRS,n,2.0NRT,282.3,1.2,N
29.99765,-90.39654,301.5,0.37,0.58,2019-12-05,0824,N20,VIIRS,n,2.0NRT,283.3,1.2,N
29.99675,-90.3928,298.4,0.37,0.58,2019-12-05,0824,N20,VIIRS,n,2.0NRT,283,1.2,N
32.15392,-101.92984,326.6,0.4,0.37,2019-12-05,0824,N20,VIIRS,n,2.0NRT,255.8,4.2,N
30.05179,-93.33398,346,0.5,0.49,2019-12-05,0824,N20,VIIRS,n,2.0NRT,271.8,10.6,N
31.36513,-101.78148,301.7,0.39,0.36,2019-12-05,0824,N20,VIIRS,n,2.0NRT,262.1,0.3,N
31.36453,-101.7774,305.4,0.39,0.36,2019-12-05,0824,N20,VIIRS,n,2.0NRT,261.9,0.9,N
29.57543,-98.0327,328.1,0.44,0.39,2019-12-05,0824,N20,VIIRS,n,2.0NRT,276.4,3.2,N
29.67244,-99.55134,296.5,0.4,0.37,2019-12-05,0824,N20,VIIRS,n,2.0NRT,275.3,0.4,N
28.50853,-99.27962,295,0.41,0.37,2019-12-05,0824,N20,VIIRS,n,2.0NRT,279.9,0.3,N
27.8152,-97.41138,299,0.5,0.41,2019-12-05,0824,N20,VIIRS,n,2.0NRT,286.3,0.6,N
27.83295,-97.5252,301,0.49,0.4,2019-12-05,0824,N20,VIIRS,n,2.0NRT,288.5,0.8,N
27.81341,-97.42215,303.6,0.49,0.41,2019-12-05,0824,N20,VIIRS,n,2.0NRT,287,1.2,N
27.8173,-97.48289,304.3,0.49,0.4,2019-12-05,0824,N20,VIIRS,n,2.0NRT,290,2,N
27.79934,-97.56543,295.5,0.49,0.4,2019-12-05,0824,N20,VIIRS,n,2.0NRT,284.6,0.5,N
27.8905,-97.27183,306.6,0.5,0.41,2019-12-05,0824,N20,VIIRS,n,2.0NRT,288.4,1.6,N
48.28151,-102.4676,297.6,0.39,0.44,2019-12-05,0824,N20,VIIRS,n,2.0NRT,268.4,0.6,N
48.27052,-102.38937,296.4,0.39,0.44,2019-12-05,0824,N20,VIIRS,n,2.0NRT,268.7,0.7,N
48.26987,-102.39005,299.2,0.39,0.44,2019-12-05,0824,N20,VIIRS,n,2.0NRT,269.2,0.8,N
48.25352,-102.70879,327.4,0.4,0.44,2019-12-05,0824,N20,VIIRS,n,2.0NRT,271,2.3,N
48.15442,-102.70207,305.8,0.4,0.44,2019-12-05,0824,N20,VIIRS,n,2.0NRT,267.9,0.9,N
48.13982,-102.6776,304.6,0.4,0.44,2019-12-05,0824,N20,VIIRS,n,2.0NRT,268,0.8,N
48.16629,-103.17833,295,0.42,0.45,2019-12-05,0824,N20,VIIRS,n,2.0NRT,270.7,0.6,N
48.11053,-102.58022,324.3,0.39,0.44,2019-12-05,0824,N20,VIIRS,n,2.0NRT,268.2,2.3,N
48.1139,-102.90527,300.9,0.41,0.45,2019-12-05,0824,N20,VIIRS,n,2.0NRT,269,0.9,N
48.11249,-102.8887,318.5,0.41,0.45,2019-12-05,0824,N20,VIIRS,n,2.0NRT,269.5,1.7,N
48.10508,-102.85061,314.7,0.41,0.45,2019-12-05,0824,N20,VIIRS,n,2.0NRT,270.6,1.6,N
48.10032,-102.87547,295.5,0.41,0.45,2019-12-05,0824,N20,VIIRS,n,2.0NRT,269.4,0.5,N
48.04794,-102.48186,302.6,0.39,0.44,2019-12-05,0824,N20,VIIRS,n,2.0NRT,270.8,0.5,N
48.06702,-102.7823,298.4,0.4,0.44,2019-12-05,0824,N20,VIIRS,n,2.0NRT,266.7,0.4,N
48.09812,-103.28522,297.5,0.42,0.45,2019-12-05,0824,N20,VIIRS,n,2.0NRT,270.3,0.7,N
47.9736,-102.61193,298.3,0.39,0.44,2019-12-05,0824,N20,VIIRS,n,2.0NRT,267,0.5,N
47.92151,-102.86106,317.3,0.4,0.44,2019-12-05,0824,N20,VIIRS,n,2.0NRT,270.9,1.8,N
47.87917,-103.12273,297.7,0.41,0.45,2019-12-05,0824,N20,VIIRS,n,2.0NRT,265.5,0.6,N
47.85967,-103.18965,299.1,0.42,0.45,2019-12-05,0824,N20,VIIRS,n,2.0NRT,270.2,1.1,N
47.86381,-103.49387,298.5,0.43,0.46,2019-12-05,0824,N20,VIIRS,n,2.0NRT,269.6,1.6,N
47.84933,-103.52619,298,0.43,0.46,2019-12-05,0824,N20,VIIRS,n,2.0NRT,265.7,0.5,N
47.7611,-102.99355,305.8,0.41,0.45,2019-12-05,0824,N20,VIIRS,n,2.0NRT,272,1.1,N
47.7182,-103.22624,305.7,0.42,0.45,2019-12-05,0824,N20,VIIRS,n,2.0NRT,270.7,0.7,N
47.67337,-103.3104,336.4,0.42,0.45,2019-12-05,0824,N20,VIIRS,n,2.0NRT,271.6,2.9,N
47.47872,-102.59862,300,0.39,0.44,2019-12-05,0824,N20,VIIRS,n,2.0NRT,259.8,0.5,N
43.7046,-88.38308,295,0.45,0.47,2019-12-05,0824,N20,VIIRS,n,2.0NRT,267.9,0.6,N
44.69123,-104.83399,302,0.46,0.47,2019-12-05,0824,N20,VIIRS,n,2.0NRT,269,1.1,N
42.14281,-89.07852,298.1,0.45,0.47,2019-12-05,0824,N20,VIIRS,n,2.0NRT,268.5,0.6,N
41.64269,-87.14194,336.4,0.58,0.52,2019-12-05,0824,N20,VIIRS,n,2.0NRT,275.4,6.7,N
41.64103,-87.1354,321.2,0.58,0.52,2019-12-05,0824,N20,VIIRS,n,2.0NRT,277.2,6.7,N
41.63768,-87.12224,299.6,0.58,0.52,2019-12-05,0824,N20,VIIRS,n,2.0NRT,271.7,3.3,N
41.63813,-87.14404,335.7,0.58,0.52,2019-12-05,0824,N20,VIIRS,n,2.0NRT,274.3,6.7,N
41.62733,-87.1416,327,0.58,0.52,2019-12-05,0824,N20,VIIRS,n,2.0NRT,273.9,3.5,N
41.68298,-87.42008,301.2,0.56,0.51,2019-12-05,0824,N20,VIIRS,n,2.0NRT,277.3,1.3,N
41.67848,-87.42213,298.2,0.56,0.51,2019-12-05,0824,N20,VIIRS,n,2.0NRT,273.4,1.3,N
41.1199,-85.35527,322.6,0.36,0.58,2019-12-05,0824,N20,VIIRS,n,2.0NRT,268.7,4,N
41.11877,-85.35117,340.4,0.37,0.58,2019-12-05,0824,N20,VIIRS,n,2.0NRT,271.9,4.8,N
41.67143,-87.45359,318.6,0.56,0.51,2019-12-05,0824,N20,VIIRS,n,2.0NRT,272.4,2.8,N
41.66495,-87.42815,295.4,0.56,0.51,2019-12-05,0824,N20,VIIRS,n,2.0NRT,271.8,1.3,N
41.66332,-87.42172,305,0.56,0.51,2019-12-05,0824,N20,VIIRS,n,2.0NRT,272,1.2,N
41.68102,-87.42117,308.4,0.56,0.51,2019-12-05,0824,N20,VIIRS,n,2.0NRT,276.8,2.3,N
41.67359,-87.43159,302.6,0.56,0.51,2019-12-05,0824,N20,VIIRS,n,2.0NRT,273.9,2.1,N
41.67384,-87.45279,298.9,0.56,0.51,2019-12-05,0824,N20,VIIRS,n,2.0NRT,271.4,1.1,N
41.66933,-87.45481,303.5,0.56,0.51,2019-12-05,0824,N20,VIIRS,n,2.0NRT,269.5,1.4,N
41.66776,-87.44842,303.9,0.56,0.51,2019-12-05,0824,N20,VIIRS,n,2.0NRT,272.4,1.4,N
41.6614,-87.42281,297.6,0.56,0.51,2019-12-05,0824,N20,VIIRS,n,2.0NRT,270.9,1.6,N
41.11979,-85.35345,350.9,0.37,0.58,2019-12-05,0824,N20,VIIRS,n,2.0NRT,270.2,5,N
41.11868,-85.34934,299.1,0.37,0.58,2019-12-05,0824,N20,VIIRS,n,2.0NRT,270.3,3.9,N
41.64308,-87.40958,300,0.56,0.51,2019-12-05,0824,N20,VIIRS,n,2.0NRT,273.2,1.8,N
41.62733,-87.36662,316.2,0.56,0.52,2019-12-05,0824,N20,VIIRS,n,2.0NRT,272.8,2.3,N
41.61766,-87.32794,299.8,0.57,0.52,2019-12-05,0824,N20,VIIRS,n,2.0NRT,273.9,1.8,N
41.66058,-87.62003,298.7,0.55,0.51,2019-12-05,0824,N20,VIIRS,n,2.0NRT,272.4,1.2,N
41.65612,-87.62202,296,0.55,0.51,2019-12-05,0824,N20,VIIRS,n,2.0NRT,271.3,1.2,N
41.18108,-87.85471,319.3,0.55,0.51,2019-12-05,0824,N20,VIIRS,n,2.0NRT,270.7,4,N
41.46217,-90.68788,296.1,0.39,0.44,2019-12-05,0824,N20,VIIRS,n,2.0NRT,270.8,1.8,N
41.48341,-90.82242,296.2,0.39,0.44,2019-12-05,0824,N20,VIIRS,n,2.0NRT,272.1,0.7,N
41.48151,-90.83289,316.8,0.39,0.44,2019-12-05,0824,N20,VIIRS,n,2.0NRT,270.6,1.7,N
39.48821,-84.36258,300.9,0.45,0.63,2019-12-05,0824,N20,VIIRS,n,2.0NRT,271.3,0.9,N
39.48273,-84.36517,316.9,0.45,0.63,2019-12-05,0824,N20,VIIRS,n,2.0NRT,272.9,2.2,N
39.48014,-84.37772,296.7,0.45,0.63,2019-12-05,0824,N20,VIIRS,n,2.0NRT,271.1,1.2,N
39.48716,-84.3623,303.4,0.45,0.63,2019-12-05,0824,N20,VIIRS,n,2.0NRT,272.2,1.1,N
39.48168,-84.36492,317,0.45,0.63,2019-12-05,0824,N20,VIIRS,n,2.0NRT,274.1,1.8,N
39.46951,-84.38776,312,0.45,0.63,2019-12-05,0824,N20,VIIRS,n,2.0NRT,270.9,1.5,N
42.00091,-95.49705,299.9,0.4,0.37,2019-12-05,0824,N20,VIIRS,n,2.0NRT,268.9,0.8,N
39.97523,-86.83755,352.2,0.33,0.55,2019-12-05,0824,N20,VIIRS,n,2.0NRT,272.6,4.4,N
40.64268,-89.64162,326.9,0.46,0.47,2019-12-05,0824,N20,VIIRS,n,2.0NRT,273.7,3.2,N
40.64101,-89.64391,322.9,0.46,0.47,2019-12-05,0824,N20,VIIRS,n,2.0NRT,271.8,3.1,N
42.07928,-97.35986,313.6,0.38,0.36,2019-12-05,0824,N20,VIIRS,n,2.0NRT,273.8,2.1,N
41.74422,-95.86043,313.3,0.39,0.37,2019-12-05,0824,N20,VIIRS,n,2.0NRT,270.4,1.5,N
38.60101,-82.82685,297.8,0.58,0.69,2019-12-05,0824,N20,VIIRS,n,2.0NRT,273.6,1,N
38.59832,-82.82858,300.1,0.58,0.69,2019-12-05,0824,N20,VIIRS,n,2.0NRT,275.4,2.1,N
38.83583,-84.24113,317.2,0.48,0.65,2019-12-05,0824,N20,VIIRS,n,2.0NRT,275.1,2.2,N
38.41745,-85.74886,300.8,0.41,0.61,2019-12-05,0824,N20,VIIRS,n,2.0NRT,274.1,0.9,N
38.41732,-85.7475,295.5,0.41,0.61,2019-12-05,0824,N20,VIIRS,n,2.0NRT,273.4,0.9,N
37.23385,-82.04182,302.4,0.69,0.74,2019-12-05,0824,N20,VIIRS,n,2.0NRT,275.1,2,N
40.60349,-95.97822,305.7,0.4,0.37,2019-12-05,0824,N20,VIIRS,n,2.0NRT,269.7,0.8,N
47.6762,-103.31403,295.1,0.5,0.66,2019-12-05,1000,N20,VIIRS,n,2.0NRT,261.9,1,N
48.60278,-117.95856,306.6,0.4,0.37,2019-12-05,1000,N20,VIIRS,n,2.0NRT,273.2,1.1,N
48.93647,-122.03008,303.2,0.4,0.37,2019-12-05,1000,N20,VIIRS,n,2.0NRT,275.1,0.5,N
48.56509,-120.15531,316,0.38,0.36,2019-12-05,1000,N20,VIIRS,n,2.0NRT,267.9,1.5,N
48.56184,-120.15647,303.5,0.38,0.36,2019-12-05,1000,N20,VIIRS,n,2.0NRT,267.5,1.5,N
48.56103,-120.15136,313,0.38,0.36,2019-12-05,1000,N20,VIIRS,n,2.0NRT,268.3,1.5,N
48.55454,-120.15368,311.3,0.38,0.36,2019-12-05,1000,N20,VIIRS,n,2.0NRT,268,1.7,N
48.55373,-120.14857,314.9,0.38,0.36,2019-12-05,1000,N20,VIIRS,n,2.0NRT,268.7,1.3,N
48.54642,-120.14579,310.6,0.38,0.36,2019-12-05,1000,N20,VIIRS,n,2.0NRT,268.6,1.9,N
48.28395,-119.0255,312.1,0.39,0.36,2019-12-05,1000,N20,VIIRS,n,2.0NRT,268,1.2,N
48.28157,-119.03189,311.8,0.39,0.36,2019-12-05,1000,N20,VIIRS,n,2.0NRT,268.9,1.2,N
48.28069,-119.02672,302.9,0.39,0.36,2019-12-05,1000,N20,VIIRS,n,2.0NRT,269.3,1.2,N
48.27743,-119.02792,309.1,0.39,0.36,2019-12-05,1000,N20,VIIRS,n,2.0NRT,269.7,1,N
48.1517,-118.71935,343.4,0.39,0.36,2019-12-05,1000,N20,VIIRS,n,2.0NRT,271.8,5,N
47.34329,-123.69369,300.7,0.42,0.37,2019-12-05,1000,N20,VIIRS,n,2.0NRT,277.3,1.2,N
47.33987,-123.69453,313.4,0.42,0.37,2019-12-05,1000,N20,VIIRS,n,2.0NRT,277.2,1.2,N
46.65221,-122.13332,296.5,0.39,0.36,2019-12-05,1000,N20,VIIRS,n,2.0NRT,273.3,0.5,N
46.4098,-123.60671,299,0.41,0.37,2019-12-05,1000,N20,VIIRS,n,2.0NRT,271.2,0.6,N
45.12506,-116.8445,297.5,0.47,0.4,2019-12-05,1000,N20,VIIRS,n,2.0NRT,267.1,0.8,N
46.28471,-123.9026,304.5,0.41,0.37,2019-12-05,1006,N20,VIIRS,n,2.0NRT,272.3,0.8,N
44.90953,-116.35118,297.7,0.49,0.41,2019-12-05,1006,N20,VIIRS,n,2.0NRT,264.1,1,N
44.99432,-118.10197,296.4,0.43,0.38,2019-12-05,1006,N20,VIIRS,n,2.0NRT,269,1.1,N
44.99302,-118.11433,299.2,0.43,0.38,2019-12-05,1006,N20,VIIRS,n,2.0NRT,268.8,0.8,N
44.94651,-119.77742,323.6,0.4,0.37,2019-12-05,1006,N20,VIIRS,n,2.0NRT,268.6,2.3,N
44.94476,-119.76743,308.3,0.4,0.37,2019-12-05,1006,N20,VIIRS,n,2.0NRT,267.5,0.8,N
44.94235,-119.7736,310,0.4,0.37,2019-12-05,1006,N20,VIIRS,n,2.0NRT,268.7,2.3,N
44.93907,-119.77479,312.5,0.4,0.37,2019-12-05,1006,N20,VIIRS,n,2.0NRT,268.7,1.3,N
44.95573,-119.91036,316.3,0.4,0.37,2019-12-05,1006,N20,VIIRS,n,2.0NRT,269.5,1.5,N
44.95415,-119.9213,320.6,0.4,0.37,2019-12-05,1006,N20,VIIRS,n,2.0NRT,269.1,1.7,N
44.95086,-119.92236,298.6,0.4,0.37,2019-12-05,1006,N20,VIIRS,n,2.0NRT,267.3,0.7,N
44.84739,-123.82837,299.4,0.4,0.37,2019-12-05,1006,N20,VIIRS,n,2.0NRT,272.8,0.8,N
44.27221,-120.88338,303.7,0.39,0.36,2019-12-05,1006,N20,VIIRS,n,2.0NRT,270.6,1.1,N
43.85186,-118.80891,295.7,0.43,0.38,2019-12-05,1006,N20,VIIRS,n,2.0NRT,267.7,0.9,N
44.257,-121.54542,305.2,0.38,0.36,2019-12-05,1006,N20,VIIRS,n,2.0NRT,268,1.4,N
44.18015,-121.62113,332.2,0.38,0.36,2019-12-05,1006,N20,VIIRS,n,2.0NRT,269.9,3.4,N
44.1809,-121.62588,302.2,0.38,0.36,2019-12-05,1006,N20,VIIRS,n,2.0NRT,268.3,0.9,N
44.17689,-121.62215,313.1,0.38,0.36,2019-12-05,1006,N20,VIIRS,n,2.0NRT,270.9,2.3,N
44.1744,-121.6279,313.3,0.38,0.36,2019-12-05,1006,N20,VIIRS,n,2.0NRT,270,1.3,N
44.17115,-121.62891,326.4,0.38,0.36,2019-12-05,1006,N20,VIIRS,n,2.0NRT,270.6,2.6,N
44.1654,-121.63566,296.4,0.38,0.36,2019-12-05,1006,N20,VIIRS,n,2.0NRT,267.9,1.1,N
44.16215,-121.63667,305.8,0.38,0.36,2019-12-05,1006,N20,VIIRS,n,2.0NRT,266.7,1.1,N
44.06958,-121.48837,326.5,0.38,0.36,2019-12-05,1006,N20,VIIRS,n,2.0NRT,270.4,3.5,N
44.06881,-121.48363,324.2,0.38,0.36,2019-12-05,1006,N20,VIIRS,n,2.0NRT,270,2.2,N
44.06556,-121.48466,301.8,0.38,0.36,2019-12-05,1006,N20,VIIRS,n,2.0NRT,268.5,1,N
44.06479,-121.47991,308.4,0.38,0.36,2019-12-05,1006,N20,VIIRS,n,2.0NRT,268.2,1,N
43.66117,-124.10078,299.9,0.4,0.37,2019-12-05,1006,N20,VIIRS,n,2.0NRT,266,0.6,N
43.27676,-121.8793,331,0.38,0.36,2019-12-05,1006,N20,VIIRS,n,2.0NRT,264.2,2.9,N
43.27422,-121.88755,329.5,0.38,0.36,2019-12-05,1006,N20,VIIRS,n,2.0NRT,264.7,5.5,N
43.27273,-121.87821,323.3,0.38,0.36,2019-12-05,1006,N20,VIIRS,n,2.0NRT,264,4.1,N
43.27122,-121.86887,324.2,0.38,0.36,2019-12-05,1006,N20,VIIRS,n,2.0NRT,264.4,3,N
43.36942,-123.72317,329.9,0.39,0.36,2019-12-05,1006,N20,VIIRS,n,2.0NRT,252.2,3.6,N
43.23577,-122.88658,299.5,0.39,0.36,2019-12-05,1006,N20,VIIRS,n,2.0NRT,259.1,0.8,N
43.08112,-123.105,335.6,0.39,0.36,2019-12-05,1006,N20,VIIRS,n,2.0NRT,270.7,5.1,N
43.07784,-123.10592,334,0.39,0.36,2019-12-05,1006,N20,VIIRS,n,2.0NRT,270.9,5.1,N
43.07714,-123.1013,304.3,0.39,0.36,2019-12-05,1006,N20,VIIRS,n,2.0NRT,267.1,1.1,N
42.90272,-122.80716,303.9,0.38,0.36,2019-12-05,1006,N20,VIIRS,n,2.0NRT,273.9,0.8,N
42.90201,-122.80251,295.5,0.38,0.36,2019-12-05,1006,N20,VIIRS,n,2.0NRT,273.4,0.8,N
42.89874,-122.8034,296,0.38,0.36,2019-12-05,1006,N20,VIIRS,n,2.0NRT,272.9,0.9,N
42.89803,-122.79877,297.7,0.38,0.36,2019-12-05,1006,N20,VIIRS,n,2.0NRT,272.9,0.8,N
42.589,-121.22195,310.2,0.39,0.36,2019-12-05,1006,N20,VIIRS,n,2.0NRT,271.8,1.1,N
42.58822,-121.21726,310,0.39,0.36,2019-12-05,1006,N20,VIIRS,n,2.0NRT,270.7,1.1,N
42.58743,-121.21259,303.5,0.39,0.36,2019-12-05,1006,N20,VIIRS,n,2.0NRT,271.4,1.1,N
42.58493,-121.21824,298.3,0.39,0.36,2019-12-05,1006,N20,VIIRS,n,2.0NRT,271.1,1.1,N
42.58414,-121.21352,295.3,0.39,0.36,2019-12-05,1006,N20,VIIRS,n,2.0NRT,271.2,1.1,N
42.58007,-121.20977,325.8,0.39,0.36,2019-12-05,1006,N20,VIIRS,n,2.0NRT,273.1,2.8,N
42.54489,-121.20553,295,0.39,0.36,2019-12-05,1006,N20,VIIRS,n,2.0NRT,270.1,1,N
42.5408,-121.20177,326.8,0.39,0.36,2019-12-05,1006,N20,VIIRS,n,2.0NRT,270.6,2.9,N
42.5416,-121.20647,315.3,0.39,0.36,2019-12-05,1006,N20,VIIRS,n,2.0NRT,270.8,1,N
42.5399,-121.21677,331.8,0.39,0.36,2019-12-05,1006,N20,VIIRS,n,2.0NRT,272.7,3.2,N
42.53831,-121.20742,315.4,0.39,0.36,2019-12-05,1006,N20,VIIRS,n,2.0NRT,270.1,2.1,N
42.53503,-121.2084,328.6,0.39,0.36,2019-12-05,1006,N20,VIIRS,n,2.0NRT,271.3,2.1,N
42.53582,-121.21306,309.2,0.39,0.36,2019-12-05,1006,N20,VIIRS,n,2.0NRT,270.3,2.1,N
42.53095,-121.2047,328.8,0.39,0.36,2019-12-05,1006,N20,VIIRS,n,2.0NRT,271.3,1.8,N
42.53333,-121.21871,307.3,0.39,0.36,2019-12-05,1006,N20,VIIRS,n,2.0NRT,270.6,2.7,N
42.53254,-121.21404,301.2,0.39,0.36,2019-12-05,1006,N20,VIIRS,n,2.0NRT,270.1,1,N
42.53175,-121.20937,302.9,0.39,0.36,2019-12-05,1006,N20,VIIRS,n,2.0NRT,269.8,1,N
42.53016,-121.20001,314.4,0.39,0.36,2019-12-05,1006,N20,VIIRS,n,2.0NRT,270.3,1.8,N
42.52846,-121.21035,296.4,0.39,0.36,2019-12-05,1006,N20,VIIRS,n,2.0NRT,269.8,1,N
42.52767,-121.20568,318.1,0.39,0.36,2019-12-05,1006,N20,VIIRS,n,2.0NRT,270.7,1.8,N
42.52688,-121.20103,299.3,0.39,0.36,2019-12-05,1006,N20,VIIRS,n,2.0NRT,269.6,1.8,N
42.5236,-121.20201,310.9,0.39,0.36,2019-12-05,1006,N20,VIIRS,n,2.0NRT,269.8,1.4,N
42.51873,-121.19366,309.4,0.39,0.36,2019-12-05,1006,N20,VIIRS,n,2.0NRT,269.4,2.3,N
